,stressor,Gene_set_Term,Genes
510,BFA,Reactome_2022_APC/C:Cdc20 Mediated Degradation Of Cyclin B R-HSA-174048,ANAPC15;CDC23;ANAPC16;UBB;CDC16;CDC27;UBC;ANAPC5;RPS27A;UBA52;ANAPC11
511,BFA,Reactome_2022_Aggrephagy R-HSA-9646399,DYNC1H1;DYNC1I2;VCP;DYNC1LI2;IFT88;UBB;HSF1;UBC;RPS27A;DYNLL2;UBA52
512,BFA,"Reactome_2022_Antigen Presentation: Folding, Assembly, Peptide Loading Of Class I MHC R-HSA-983170",SEC23A;SEC13;SEC24A;HSPA5;SAR1B;CANX;PIK3C3;CALR;ATG14;SEC24D;SEC24C;SEC31A
513,BFA,Reactome_2022_SUMO E3 Ligases SUMOylate Target Proteins R-HSA-3108232,TOP2B;DNMT1;ZNF131;L3MBTL2;UHRF2;CETN2;SMC5;XPC;SMC3;AAAS;RELA;WRN;TRIM28;TPR;NUP88;TRIM27;TP53BP1;NUP214;RANBP2;PIAS3;SEC13;NOP58;NPM1;UBE2I;CBX4;RING1;NSMCE3;MBD1;NR1H2;NSMCE1;RANGAP1;SAFB;SMC1A;NFKB2;RNF168;NUP98;HNRNPC;TOP1;PPARA;TP53;NUP58
514,BFA,Reactome_2022_SLBP Dependent Processing Of Replication-Dependent Histone Pre-mRNAs R-HSA-77588,LSM10;SLBP;NCBP1;NCBP2;SNRPG;SNRPE;SNRPD3
515,BFA,Reactome_2022_TBC/RABGAPs R-HSA-8854214,SYTL1;TSC2;RAB33A;RAB33B;RABGEF1;MAP1LC3B;TBC1D24;RAB6A;TBC1D17;RAB5A;RAB8A;TBC1D15;OPTN;TBC1D10B;ARF6;RAB7A
516,BFA,Reactome_2022_Rab Regulation Of Trafficking R-HSA-9007101,RAB1A;GDI2;RABGEF1;MAP1LC3B;TRAPPC12;TRAPPC11;RAB6A;TBC1D17;TBC1D15;RAB8A;TBC1D10B;TRAPPC1;DENND4A;TRAPPC4;TRAPPC10;SYTL1;TSC2;RAB39B;GAPVD1;RAB33A;RAB33B;RAB14;TBC1D24;RAB18;RAB3GAP2;RAB9A;RAB5A;OPTN;MON1A;MON1B;ARF6;RAB7A
517,BFA,Reactome_2022_Pyruvate Metabolism And Citric Acid (TCA) Cycle R-HSA-71406,PDHX;FAHD1;PDHA1;PDPK1;IDH3G;MDH2;PDHB;SDHA;SDHB;LDHB;MPC1;IDH3B;SUCLG1;VDAC1;DLAT;HAGH;ACO2;IDH3A
518,BFA,Reactome_2022_Anchoring Of Basal Body To Plasma Membrane R-HSA-5620912,CEP57;DYNC1I2;DCTN2;CETN2;SSNA1;DCTN3;CCP110;PCM1;TMEM67;CEP70;CNTRL;CEP192;CEP76;RAB8A;CDK5RAP2;IQCB1;DYNC1H1;ODF2;TUBB;RPGRIP1L;AHI1;TMEM216;CENPJ;AKAP9;ALMS1;CEP83;CEP63
519,BFA,Reactome_2022_Processing Of Capped Intronless Pre-mRNA R-HSA-75067,LSM10;SLBP;NUDT21;FIP1L1;NCBP1;NCBP2;CSTF3;PAPOLA;SNRPG;SNRPE;SNRPD3;WDR33
520,BFA,Reactome_2022_Entry Of Influenza Virion Into Host Cell Via Endocytosis R-HSA-168275,BLOC1S6;PBRM1;CLTC;CLTA;GNL3
521,BFA,Reactome_2022_Virus Assembly And Release R-HSA-168268,BLOC1S6;PBRM1;CANX;CALR;GNL3
522,BFA,Reactome_2022_Signaling By WNT R-HSA-195721,VPS29;CLTC;USP34;CBY1;CLTA;AP2A1;CDC73;PSMD8;PSMD9;PSMD6;FRAT2;PSMD7;PSMD4;PSMD5;PPP2R5E;PSMD2;PSMD3;VPS35;MAP3K7;MEN1;USP8;CSNK2A2;PPP2R5B;YWHAZ;PSMA5;PSMA3;PSMA2;CSNK2B;PSME4;PSME1;PFN1;UBA52;CSNK1G2;PSMD12;PSMD13;TNKS;XIAP;PSMA7;PSMB10;SNX3;PPP2CA;PSMB6;PSMB7;PSMB4;PSMB5;PSMB2;UBB;TNKS2;PSMB1;UBC;DVL3;RPS27A;WNT10A;ZRANB1;CSNK1A1;AP2B1;PSMB8;SEM1;AGO3;PSMC3;PSMC4;PSMC1;PSMC2
523,BFA,Reactome_2022_Regulation Of NF-kappa B Signaling R-HSA-9758274,IKBIP;LRRC14;USP14;CHUK;UBB;UBC;RPS27A;TP53;UBA52
524,BFA,Reactome_2022_Amino Acids Regulate mTORC1 R-HSA-9639288,ATP6V0B;ATP6V1G1;SEC13;NPRL2;WDR24;MTOR;RRAGA;SESN2;ATP6V1H;LAMTOR2;LAMTOR1;ATP6V1E1;ATP6V0D1;FNIP1;ATP6V1D;LAMTOR3;ATP6V1F;LAMTOR5
525,BFA,Reactome_2022_Intra-Golgi Traffic R-HSA-6811438,COG6;STX16;COG5;GOSR2;GOSR1;COG3;COG1;NAPG;BET1L;RAB33B;CYTH2;STX5;TRIP11;SNAP29;YKT6
526,BFA,Reactome_2022_tRNA Modification In Nucleus And Cytosol R-HSA-6782315,PUS3;TRMU;NSUN2;PUS1;TYW3;NSUN6;LAGE3;FTSJ1;OSGEP;QTRT1;TRMT112;CTU2;TRMT6;TRMT13;TRMT61A
527,BFA,Reactome_2022_Diseases Associated With Glycosylation Precursor Biosynthesis R-HSA-5609975,DPM1;NUS1;SLPI;GFPT1;PMM2;PGM1;DHDDS;GNE
528,BFA,Reactome_2022_InlB-mediated Entry Of Listeria Monocytogenes Into Host Cell R-HSA-8875360,UBB;RNMT;HGS;UBC;STAM;RPS27A;STAM2;UBA52
529,BFA,Reactome_2022_COPI-independent Golgi-to-ER Retrograde Traffic R-HSA-6811436,DYNC1I2;DYNC1H1;DCTN2;DCTN4;DCTN3;BICD1;DYNLL2;DYNC1LI2;CAPZA1;RAB18;RAB3GAP2;RAB6A;ACTR10
530,BFA,Reactome_2022_Mitotic Spindle Checkpoint R-HSA-69618,DYNC1I2;AHCTF1;ANAPC15;ANAPC16;MIS12;ANAPC11;PPP2CA;DSN1;CDC23;PPP2R5E;CDC27;BUB3;NDEL1;RANBP2;DYNC1H1;NUDC;SEC13;PPP2R5B;RANGAP1;DYNLL2;DYNC1LI2;RPS27;ZW10;TAOK1;CDC16;ANAPC5;CENPN;NUP98;MAD2L1
531,BFA,Reactome_2022_ATF6 (ATF6-alpha) Activates Chaperone Genes R-HSA-381183,HSPA5;DDIT3;CALR;ATF6;ATF4;HSP90B1
532,BFA,Reactome_2022_Transport Of Mature mRNAs Derived From Intronless Transcripts R-HSA-159234,NUP214;RANBP2;SLBP;SEC13;NCBP1;NCBP2;ALYREF;AAAS;WDR33;NXF1;FIP1L1;TPR;NUP88;NUP98;NUP58
533,BFA,Reactome_2022_Metabolism Of Non-Coding RNA R-HSA-194441,NUP214;RANBP2;PRMT5;SEC13;NCBP1;NCBP2;PHAX;AAAS;SNRPD2;CLNS1A;TPR;SNRPG;SNRPE;NUP88;SNRPD3;NUP98;NUP58
534,BFA,Reactome_2022_Listeria Monocytogenes Entry Into Host Cells R-HSA-8876384,FZR1;UBB;RNMT;HGS;UBC;STAM;RPS27A;STAM2;UBA52
535,BFA,Reactome_2022_Regulation Of TP53 Activity Thru Methylation R-HSA-6804760,PRMT5;UBB;JMY;UBC;ATM;MDM4;RPS27A;TP53;UBA52
536,BFA,"Reactome_2022_TICAM1, RIP1-mediated IKK Complex Recruitment R-HSA-168927",CHUK;UBB;UBE2D2;UBE2D3;UBC;RIPK1;RPS27A;UBA52;BIRC2
537,BFA,Reactome_2022_Ovarian Tumor Domain Proteases R-HSA-5689896,OTUD5;VCP;ZRANB1;VCPIP1;TRIM4;UBB;TNIP2;UBC;TRIM25;RIPK1;RPS27A;TP53;UBA52;OTUD3
538,BFA,Reactome_2022_Signaling By NOTCH R-HSA-157118,PSMD12;PSMD13;SEL1L;YBX1;RBPJ;PSMA7;PSMB10;PSMD8;PSMB6;PSMD9;PSMB7;PSMD6;PSMB4;PSMD7;PSMB5;PSMD4;PSMB2;UBB;PSMD5;PSMD2;PSMD3;PSMB1;UBC;TMED2;RPS27A;RAB6A;PSENEN;JUN;MIB2;YWHAZ;PSMB8;PSMA5;SEM1;PSMA3;ITCH;ADAM17;SNW1;AGO3;PSMC3;PSMA2;PSMC4;PSMC1;PSMC2;PSME1;TP53;UBA52
539,BFA,Reactome_2022_Immune System R-HSA-168256,EIF4A1;PITPNA;EIF4A3;ICAM3;KEAP1;PSMD8;PSMD9;MT2A;PSMD6;CDC23;PSMD7;HERC1;PSMD4;PSMD5;FTH1;PSMD2;CDC27;PSMD3;FBXO4;LONP1;TRIM25;ATP6V1E1;KIFAP3;PRKACB;GOLGA7;NUP214;ATP6V1G1;NHLRC3;TALDO1;ATG14;ATG12;DYNC1LI2;RNF126;CDC34;SLPI;PDE12;CSNK2B;PSME4;PSME1;TRIB3;NUP98;RBCK1;ATP6V0D1;AURKAIP1;TP53;UBA52;ANAPC13;SAR1B;DHX9;BCL10;AAAS;UBE2J2;ANAPC11;UBE2J1;DSN1;PRDX5;RACGAP1;PCBP2;ATP6V0A2;MLEC;NUP88;HMOX2;ATG5;SEC31A;VASP;JUN;XRCC6;YES1;XRCC5;SIAH2;NFATC3;PA2G4;MEX3C;CYLD;HNRNPF;CDC16;CALR;HNRNPC;CDK13;PYGB;CDKN1B;RPLP0;CLTC;FAF2;GDI2;LPCAT1;CLTA;AP2A1;MAGT1;ECSIT;TRIM4;TRIM5;SEC61G;NKIRAS2;ARIH2;ELOC;SEC61B;ARIH1;CTSF;JAK1;IKBIP;TOMM70;SEC13;ATP6V0B;TUBB;NME2;DYNLL2;LRRC41;GNL3;SERPINB6;TOX4;PSMA5;VAMP8;SIKE1;PSMA3;PSMA2;CANX;TCP1;TAX1BP1;VAMP2;RAB7A;LRRC14;DYNC1I2;RELA;PSMA7;PPP2CA;PSMB6;PSMB7;PSMB4;PSMB5;PSMB2;CREG1;ORMDL3;PSMB1;STX4;CCT8;RPS27A;RANBP2;DYNC1H1;PTGES2;STAT2;HUWE1;MIB2;AP2B1;UBE2G2;PSMB8;FKBP1A;ERP44;ITCH;KBTBD6;PSMC3;PSMC4;CAPZA1;PSMC1;PSMC2;RLIM;LAMTOR2;TRIP12;LAMTOR1;ACTR10;LAMTOR3;HSPA1B;OTUD5;CRCP;UBE2D2;UBE2D3;LTN1;INPPL1;RORC;UBE3A;IRS2;UBE2Z;FBXO22;TXN2;LAMP1;KIF5B;KPNA4;MAP3K7;KPNA3;MAP2K1;FBXW5;FBXW8;FBXW11;UBE4A;VRK3;ATAD3B;ILF2;FBXW2;RNF41;EEF1A1;ADAM17;TXLNA;UBE2V2;SPNS1;PPIE;ANAPC5;SQSTM1;KPNB1;FTL;PSMD12;VCP;SHC1;UBA6;PSMD13;UBA5;COPB1;CUL2;UBR4;UBR2;FOXO3;HSP90B1;KLC4;RAP1A;HNRNPDL;UBB;TPR;UBC;ATP6V1H;TNFRSF14;RIPK1;MAP2K7;RAB6A;SLC15A4;ATP6V1D;TXNDC5;AP1M1;ATP6V1F;UBE2F;HSPA9;TRAPPC1;UBE2B;HSPA5;IDH1;EEF2;NFKB2;SEM1;ISG20;ARPC2;ARPC3;MKRN1;UBE2M;EIF4G1;HSP90AB1;BRK1;ADAR;PTPN23;SEC61A1;UBE2Q1;AP1G1;PPP2R5E;UBE2Q2;LRRFIP1;SNAP29;PGM1;NCK1;ACTR2;CHUK;PDPK1;PPP2R5B;MMP9;YWHAZ;PJA2;DNAJC3;DNAJC5;POLR1D;PIK3C3;SNRPA1;SEC22B;EIF4E2;SOS1;CRK;THOP1;BIRC2;NUP58;TRIM56;USP14;RALA;PDXK;SEC23A;CANT1;DCTN2;DCTN4;DCTN3;RNF7;RNF4;MALT1;PSMB10;MAPK8;FZR1;CAND1;HECTD1;RAB24;RBBP6;POLR2H;AAMP;POLR2K;TRIM41;SEC24A;NDUFA2;FBXL15;FBXL16;MTOR;PIKFYVE;POLR3A;RAB14;TNIP2;POLR3D;IMPDH2;POLR3E;PDCD4;RAB18;POLR3H;SUGT1;P4HB;PTPN4;SEC24D;ABCE1;SEC24C;PTPN2;ASB1
540,BFA,Reactome_2022_DDX58/IFIH1-mediated Induction Of Interferon-Alpha/Beta R-HSA-168928,TOMM70;OTUD5;HSP90AB1;CHUK;UBE2D2;UBE2D3;ATG12;RELA;NFKB2;CYLD;SIKE1;ITCH;TRIM4;UBB;NKIRAS2;PCBP2;UBC;TAX1BP1;TRIM25;RIPK1;RPS27A;UBA52;ATG5
541,BFA,Reactome_2022_Signaling By FGFR R-HSA-190236,NCBP1;GALNT3;NCBP2;SHC1;GTF2F1;GTF2F2;TIAL1;PPP2CA;PTBP1;HNRNPM;UBB;POLR2B;ESRP1;POLR2C;HNRNPF;UBC;POLR2H;SOS1;HNRNPA1;POLR2I;RPS27A;UBA52;POLR2J;POLR2K
542,BFA,Reactome_2022_Gene And Protein Expression By JAK-STAT Signaling After Interleukin-12 Stimulation R-HSA-8950505,HSPA9;RALA;PITPNA;RPLP0;TALDO1;TOX4;HNRNPDL;CAPZA1;HNRNPF;TCP1;PDCD4;SNRPA1;AURKAIP1
543,BFA,Reactome_2022_IKK Complex Recruitment Mediated By RIP1 R-HSA-937041,CHUK;UBB;UBE2D2;NDUFA2;UBE2D3;UBC;RIPK1;RPS27A;UBA52;BIRC2
544,BFA,Reactome_2022_Telomere Extension By Telomerase R-HSA-171319,PPP6C;ACD;SHQ1;DKC1;RUVBL2;GAR1;NHP2;TERF2IP;TERF2;NOP10
545,BFA,Reactome_2022_Interleukin-12 Signaling R-HSA-9020591,HSPA9;RALA;PITPNA;RPLP0;TALDO1;TOX4;HNRNPDL;CAPZA1;HNRNPF;TCP1;PDCD4;SNRPA1;P4HB;AURKAIP1;JAK1
546,BFA,Reactome_2022_MAP3K8 (TPL2)-dependent MAPK1/3 Activation R-HSA-5684264,MAP2K1;CHUK;UBB;FBXW11;TNIP2;UBC;RPS27A;UBA52
547,BFA,Reactome_2022_Translesion Synthesis By REV1 R-HSA-110312,RFC4;UBB;RFC2;POLR1B;RPA3;UBC;RPS27A;UBA52
548,BFA,Reactome_2022_Transport Of SLBP Dependant Mature mRNA R-HSA-159230,NUP214;RANBP2;SLBP;SEC13;NCBP1;NCBP2;ALYREF;AAAS;NXF1;TPR;NUP88;NUP98;NUP58
549,BFA,Reactome_2022_Aberrant Regulation Of Mitotic Exit In Cancer Due To RB1 Defects R-HSA-9687136,RB1;FZR1;ANAPC15;CDC23;ANAPC16;CDC16;CDC27;ANAPC5;ANAPC11
550,BFA,Reactome_2022_MicroRNA (miRNA) Biogenesis R-HSA-203927,AGO3;POLR2B;PRKRA;POLR2C;XPO5;POLR2H;POLR2I;POLR2J;POLR2K;RAN
551,BFA,Reactome_2022_Loss Of Nlp From Mitotic Centrosomes R-HSA-380259,CEP57;DYNC1I2;DYNC1H1;DCTN2;ODF2;CETN2;TUBB;SSNA1;DCTN3;CCP110;PCM1;CENPJ;CNTRL;AKAP9;CEP70;ALMS1;CEP192;CEP63;CEP76;CDK5RAP2
552,BFA,Reactome_2022_Intraflagellar Transport R-HSA-5620924,DYNC2H1;WDR19;IFT80;DYNLL2;HSPB11;DYNC2LI1;IFT20;IFT52;IFT22;IFT88;IFT43;IFT27;TRIP11;KIFAP3
553,BFA,Reactome_2022_Receptor Mediated Mitophagy R-HSA-8934903,MAP1LC3B;CSNK2A2;CSNK2B;PGAM5;ATG12;ATG5
554,BFA,Reactome_2022_SLBP Independent Processing Of Histone Pre-mRNAs R-HSA-111367,LSM10;NCBP1;NCBP2;SNRPG;SNRPE;SNRPD3
555,BFA,Reactome_2022_Interactions Of Rev With Host Cellular Proteins R-HSA-177243,NUP214;RANBP2;RANBP1;NPM1;SEC13;AAAS;RANGAP1;TPR;NUP88;NUP98;KPNB1;NUP58;RAN
556,BFA,Reactome_2022_RNA Polymerase III Chain Elongation R-HSA-73780,CRCP;POLR3A;POLR3D;POLR3E;POLR1D;POLR3H;POLR2H;POLR2K
557,BFA,Reactome_2022_Removal Of Flap Intermediate From C-strand R-HSA-174437,POLD3;ACD;FEN1;WRN;POLR1B;RPA3;TERF2IP;TERF2
558,BFA,Reactome_2022_Translesion Synthesis By POLI R-HSA-5656121,RFC4;UBB;RFC2;POLR1B;RPA3;UBC;RPS27A;UBA52
559,BFA,Reactome_2022_Translesion Synthesis By POLK R-HSA-5655862,RFC4;UBB;RFC2;POLR1B;RPA3;UBC;RPS27A;UBA52
560,BFA,Reactome_2022_Innate Immune System R-HSA-168249,OTUD5;CRCP;UBE2D2;UBE2D3;ICAM3;TXN2;PSMD8;PSMD9;PSMD6;PSMD7;PSMD4;LAMP1;PSMD5;PSMD2;FTH1;PSMD3;TRIM25;ATP6V1E1;PRKACB;MAP3K7;GOLGA7;ATP6V1G1;MAP2K1;NHLRC3;FBXW11;ATAD3B;VRK3;ILF2;ATG12;EEF1A1;CDC34;SLPI;PSME4;CSNK2B;PSME1;SPNS1;PPIE;ATP6V0D1;TP53;UBA52;KPNB1;FTL;PSMD12;VCP;SHC1;DHX9;PSMD13;COPB1;UBR4;BCL10;HSP90B1;DSN1;PRDX5;RAP1A;UBB;PCBP2;UBC;ATP6V0A2;MLEC;ATP6V1H;RIPK1;MAP2K7;RAB6A;SLC15A4;ATP6V1D;HMOX2;ATG5;TXNDC5;AP1M1;ATP6V1F;JUN;XRCC6;YES1;TRAPPC1;XRCC5;IDH1;NFATC3;PA2G4;EEF2;NFKB2;SEM1;CYLD;ARPC2;ARPC3;HNRNPC;CDK13;UBE2M;PYGB;HSP90AB1;FAF2;GDI2;LPCAT1;BRK1;MAGT1;ECSIT;TRIM4;NKIRAS2;LRRFIP1;SNAP29;PGM1;NCK1;IKBIP;TOMM70;ACTR2;ATP6V0B;CHUK;PDPK1;TUBB;NME2;MMP9;SERPINB6;PSMA5;VAMP8;DNAJC3;PSMA3;SIKE1;PSMA2;DNAJC5;TAX1BP1;POLR1D;PIK3C3;SOS1;CRK;BIRC2;TRIM56;RAB7A;LRRC14;USP14;PDXK;CANT1;PSMA7;MALT1;RELA;PSMB10;PSMB6;PPP2CA;PSMB7;PSMB4;MAPK8;PSMB5;CAND1;PSMB2;CREG1;PSMB1;ORMDL3;RAB24;CCT8;POLR2H;RPS27A;AAMP;POLR2K;DYNC1H1;PTGES2;NDUFA2;HUWE1;PSMB8;ERP44;ITCH;PIKFYVE;POLR3A;PSMC3;RAB14;PSMC4;TNIP2;PSMC1;IMPDH2;POLR3D;CAPZA1;PSMC2;POLR3E;RAB18;LAMTOR2;POLR3H;SUGT1;LAMTOR1;PTPN4;ACTR10;LAMTOR3;HSPA1B
561,BFA,Reactome_2022_Transport Of Mature mRNA Derived From An Intronless Transcript R-HSA-159231,NUP214;RANBP2;SEC13;NCBP1;NCBP2;ALYREF;AAAS;WDR33;NXF1;FIP1L1;TPR;NUP88;NUP98;NUP58
562,BFA,Reactome_2022_Energy Dependent Regulation Of mTOR By LKB1-AMPK R-HSA-380972,STK11;PRKAB2;RRAGA;PRKAG1;TSC2;LAMTOR2;LAMTOR1;PRKAB1;LAMTOR3;MTOR;LAMTOR5
563,BFA,Reactome_2022_HSF1 Activation R-HSA-3371511,EEF1A1;VCP;HSP90AB1;HSPH1;UBB;MRPL18;POLR1B;RPA3;HSF1;HSPA1B;DEDD2
564,BFA,Reactome_2022_Citric Acid Cycle (TCA Cycle) R-HSA-71403,FAHD1;IDH3G;MDH2;IDH3B;SUCLG1;ACO2;SDHA;SDHB;IDH3A
565,BFA,Reactome_2022_Inactivation Of APC/C Via Direct Inhibition Of APC/C Complex R-HSA-141430,ANAPC15;CDC23;ANAPC16;CDC16;CDC27;ANAPC5;BUB3;ANAPC11;MAD2L1
566,BFA,Reactome_2022_Gap-filling DNA Repair Synthesis And Ligation In GG-NER R-HSA-5696397,POLD3;RFC4;UBB;RFC2;POLR1B;RPA3;UBC;POLE3;RPS27A;UBA52
567,BFA,Reactome_2022_HSP90 Chaperone Cycle For Steroid Hormone Receptors (SHR) In Presence Of Ligand R-HSA-3371497,DYNC1I2;DYNC1H1;HSP90AB1;DCTN2;DCTN4;DCTN3;DYNLL2;DNAJA1;DYNC1LI2;CAPZA1;DNAJA2;ACTR10;HSPA1B
568,BFA,Reactome_2022_Developmental Biology R-HSA-1266738,RPL4;RPL5;RPL30;RPL3;RPL32;RPL31;RPL34;EIF4A3;PITPNA;IRS2;CASC3;RBPJ;RPL8;RPL9;RPL7;PSMD8;YY1;PSMD9;RPS14;PSMD6;CCND3;PSMD7;RPS16;CAPNS1;DPYSL4;PSMD4;RPS19;PSMD5;RPL36AL;PSMD2;PSMD3;MAGOH;RPL35;RPL38;RPL37;RPS11;PRKACB;RPL39;RPS13;RPS12;PDHX;MAP2K1;RPS9;RPL21;RPS7;RPS8;RPS5;CSNK2A2;RPL22;RPS6;MED8;MED4;PSME4;CSNK2B;PSME1;PKP4;RPL27;RPL26;RPL29;PFN1;TLN1;RPL28;UBA52;PSMD12;KMT2A;RBM8A;SHC1;PSMD13;KMT2C;CUL2;FOXO3;GSPT1;MYL12B;UBB;PRKAR2A;MED31;UBC;SCN3B;VASP;PRNP;JUN;RPL41;SMAD4;YES1;SIAH2;UPF3B;MAGOHB;DRAP1;SEM1;RPS25;RPS28;SNW1;RPS27;ARPC2;CDK5;ARPC3;CDK4;RPS29;RPL27A;RNPS1;CD24;RSL24D1;RPS21;RPS24;EIF4G1;RPS23;HSP90AB1;RPLP1;RPLP0;CLTC;MED19;CLTA;AP2A1;MED17;PAGR1;RPL7A;MED10;RPLP2;ELOC;NCK1;KDM6A;UPF2;PSENEN;ACTR2;NCBP1;NCBP2;TCF12;RPL13A;RPS3A;MMP9;MED29;PSMA5;PSMA3;PSMA2;THRAP3;ETF1;PABPC1;PPARA;SOS1;CEBPB;RNMT;RPL12;RPL11;RPL36A;PSMA7;RELA;PSMB10;PSMB6;PSMB7;PSMB4;MAPK8;PSMB5;RPS15A;PSMB2;POLR2B;POLR2C;PSMB1;RPL14;RPS3;CTNNA1;BNIP2;RPL15;RPS2;POLR2H;RPS27A;RPL18;POLR2I;POLR2J;POLR2K;RPL19;SPAG9;MBD4;RPL35A;RPL23A;AP2B1;KRT10;DEK;PSMB8;KRT18;PSMC3;PSMC4;PSMC1;PSMC2;FAU
569,BFA,Reactome_2022_SARS-CoV-1 Infection R-HSA-9678108,RB1;PARP6;GSK3A;VCP;UBE2I;MOGS;MAP1LC3B;GANAB;UBB;CANX;UBC;CHMP2B;CHMP4C;PIK3C3;RPS27A;UBA52
570,BFA,Reactome_2022_Chromosome Maintenance R-HSA-73886,FEN1;POLD3;PPP6C;WRN;MIS18BP1;POLR2B;RUVBL2;POLR2C;GAR1;POLR2H;POLR2I;POLR2J;POLR2K;ACD;NPM1;RFC4;RFC2;SMARCA5;TERF2;POLA2;SHQ1;MIS18A;DKC1;POLR1B;RPA3;NHP2;TERF2IP;CENPN;NOP10
571,BFA,Reactome_2022_AKT Phosphorylates Targets In Cytosol R-HSA-198323,GSK3A;CDKN1B;CHUK;BAD;AKT1S1;MKRN1;TSC2
572,BFA,Reactome_2022_Telomere Maintenance R-HSA-157579,FEN1;ACD;RFC4;RFC2;TERF2;POLD3;PPP6C;WRN;POLA2;SHQ1;DKC1;POLR2B;RUVBL2;POLR1B;POLR2C;RPA3;NHP2;GAR1;TERF2IP;POLR2H;POLR2I;POLR2J;POLR2K;NOP10
573,BFA,Reactome_2022_Biosynthesis Of N-glycan Precursor (Dolichol LLO) And Transfer To Protein R-HSA-446193,DPAGT1;NUS1;PMM1;ALG5;GFPT1;PMM2;ALG2;ALG13;ALG3;UAP1;DHDDS;GMPPB;DPM1;NAGK;SLPI;PGM3;GNPNAT1;MVD;NANS;GNE;MPDU1
574,BFA,Reactome_2022_AURKA Activation By TPX2 R-HSA-8854518,CEP57;DYNC1I2;DYNC1H1;DCTN2;ODF2;CETN2;TUBB;SSNA1;DCTN3;CCP110;PCM1;CENPJ;CNTRL;AKAP9;CEP70;ALMS1;CEP192;CEP63;CEP76;CDK5RAP2
575,BFA,Reactome_2022_Signaling By Interleukins R-HSA-449147,RPLP0;PITPNA;RORC;INPPL1;IRS2;PTPN23;PSMD8;PSMD9;PSMD6;PSMD7;PSMD4;PSMD5;PSMD2;NKIRAS2;PSMD3;LONP1;MAP3K7;JAK1;IKBIP;MAP2K1;CHUK;FBXW11;TALDO1;VRK3;MMP9;YWHAZ;PSMA5;TOX4;PSMA3;TXLNA;PSMA2;PSME4;TCP1;CANX;PSME1;SNRPA1;SOS1;AURKAIP1;UBA52;SQSTM1;CRK;TP53;VAMP2;LRRC14;USP14;PSMD12;RALA;SHC1;PSMD13;FOXO3;PSMA7;RELA;PSMB10;HSP90B1;PSMB6;PPP2CA;PSMB7;PSMB4;MAPK8;PSMB5;PSMB2;HNRNPDL;UBB;PSMB1;UBC;STX4;RPS27A;MAP2K7;HSPA9;JUN;YES1;STAT2;PSMB8;NFKB2;SEM1;PSMC3;PSMC4;TNIP2;HNRNPF;PSMC1;CAPZA1;PSMC2;PDCD4;P4HB;PTPN4;PTPN2
576,BFA,Reactome_2022_Beta Oxidation Of octanoyl-CoA To hexanoyl-CoA R-HSA-77348,HADHB;HADHA;ECHS1;ACADM
577,BFA,Reactome_2022_Synthesis Of GDP-mannose R-HSA-446205,GMPPB;PMM1;SLPI;PMM2
578,BFA,Reactome_2022_vRNP Assembly R-HSA-192905,BLOC1S6;PBRM1;GNL3;IPO5
579,BFA,Reactome_2022_Constitutive Signaling By AKT1 E17K In Cancer R-HSA-5674400,GSK3A;CDKN1B;CHUK;BAD;PDPK1;AKT1S1;RPS6KB2;TSC2;FOXO3;MTOR
580,BFA,Reactome_2022_Translesion Synthesis By Y Family DNA Polymerases Bypasses Lesions On DNA Template R-HSA-110313,VCP;RFC4;RFC2;POLD3;UBB;POLR1B;RPA3;UBC;POLE3;TRIM25;UFD1;RPS27A;UBA52
581,BFA,Reactome_2022_Mitochondrial Calcium Ion Transport R-HSA-8949215,STOML2;PMPCB;VDAC2;YME1L1;PMPCA;VDAC1;SPG7;PHB2;PARL
582,BFA,Reactome_2022_RNA Polymerase III Transcription Termination R-HSA-73980,CRCP;POLR3A;NFIA;POLR3D;POLR3E;POLR1D;POLR3H;POLR2H;POLR2K
583,BFA,Reactome_2022_Chromatin Modifying Enzymes R-HSA-3247509,KDM5A;KDM5C;SMARCB1;SETD3;SETD7;DPY30;ING4;RUVBL2;KAT8;KAT7;KMT5B;ATXN7L3;KDM6A;KDM6B;PRMT5;PBRM1;KDM2A;PRMT1;ACTL6A;SUPT3H;SUPT7L;HCFC1;JMJD6;MORF4L1;MORF4L2;HAT1;KDELR2;ENY2;KMT2A;KMT2C;TAF9;GPS2;RELA;SAP18;BRD8;RPS2;SUDS3;MTA2;KDM4C;TAF12;BRPF3;TAF10;USP22;ELP2;ELP5;GATAD2A;NFKB2;REST;CDK4;RIOX2
584,BFA,Reactome_2022_ATF6 (ATF6-alpha) Activates Chaperones R-HSA-381033,HSPA5;DDIT3;CALR;ATF6;ATF4;HSP90B1
585,BFA,Reactome_2022_Late SARS-CoV-2 Infection Events R-HSA-9772573,PARP6;GSK3A;UBE2I;PRMT1;CSNK1A1;RPN1;MOGS;MAGT1;GANAB;UBB;DAD1;CANX;UBC;STT3A;RPS27A;GOLGA7;UBA52
586,BFA,Reactome_2022_Clathrin-mediated Endocytosis R-HSA-8856828,TFRC;CLTC;CLTA;AP2A1;NEDD8;UBB;UBC;UBQLN1;RPS27A;AGFG1;ACTR2;M6PR;STAM;AP2B1;GAPVD1;ARFGAP1;COPS4;GAK;VAMP8;COPS3;COPS5;NECAP1;ARPC2;BIN1;HGS;ARPC3;COPS2;VAMP4;STAM2;UBA52;RAB5A;VAMP2;ARF6
